company,date_posted,description,location,source,title,url
I-Motion Club Tunisia -,28/01/2026,"I Motion Club Tunisia est un centre spécialisé dans le sport, la santé et le bien-être. Dans le cadre du développement de nos activités, nous recherchons un(e) stagiaire en comptabilité","Tunis, Tunis, Tunisie",tanitjobs,Stage PFE : un(e) stagiaire en comptabilité,https://www.tanitjobs.com/job/1978356/stage-pfe-un-e-stagiaire-en-comptabilit%C3%A9/?backPage=4&searchID=1769677804.9771
MHS TRADING COMPANY -,28/01/2026,Dans le cadre du développement de ses activités MHS TRADING COMPANY recrute un(e) Agent Administratif(ve) pour renforcer son équipe administrative et assurer le bon suivi des opérations internes...,"Route ain km 3 sfax, Sfax, Tunisie",tanitjobs,Agent administratif,https://www.tanitjobs.com/job/1978349/agent-administratif/?backPage=4&searchID=1769677804.9771
I-Motion Club Tunisia -,28/01/2026,"I Motion Club Tunisia est un centre spécialisé dans le sport, le bien-être et la remise en forme. Nous accompagnons nos adhérents à travers des programmes d’entraînement personnalisés et un...","Tunis, Tunis, Tunisie",tanitjobs,Stage PFE : un(e) stagiaire en Nutrition Humaine (,https://www.tanitjobs.com/job/1978354/stage-pfe-un-e-stagiaire-en-nutrition-humaine/?backPage=4&searchID=1769677804.9771
Laperla -,28/01/2026,Nous sommes une société de vente des accessoires pour femmes ( LA PERLA ) on recrute 2 assistantes commerciales ( contrat civp ) notre bureau se trouve a cité ennasr 1 Ariana,"Ennaser, Ariana, Tunisie",tanitjobs,2 assistantes a ariana/ Ennasr,https://www.tanitjobs.com/job/1978363/2-assistantes-a-ariana-ennasr/?backPage=4&searchID=1769677804.9771
ONRBAT -,28/01/2026,"Nous recherchons un comptable sérieux(se), motivé(e) et rigoureux(se) pour rejoindre notre équipe. Missions principales : Saisie et suivi comptable Gestion des factures (clients et fournisseurs) Préparation...","Khezema, sousse, Tunisie",tanitjobs,Comptable,https://www.tanitjobs.com/job/1978365/comptable/?backPage=4&searchID=1769677804.9771
Waram Medical -,28/01/2026,Prospecter et développer un portefeuille de pharmacies et parapharmacies • Présenter et valoriser nos produits auprès de vos clients • Assurer le suivi des ventes et des recouvrements • Établir et...,"Ennaser, Ariana, Tunisie",tanitjobs,Commercial B2B Motorisé H/F – Pharmacies & Parapharmacies,https://www.tanitjobs.com/job/1978370/commercial-b2b-motoris%C3%A9-h-f-pharmacies-parapharmacies/?backPage=4&searchID=1769677804.9771
ovopack -,28/01/2026,"Planifier, organiser et suivre la production quotidienne. Assurer l’atteinte des objectifs de production (qualité, coût, délai). Optimiser les processus de production afin d’améliorer la...","Route de Tunis Km 23 EL Ghraba Sfax, Sfax, Tunisie",tanitjobs,Ingénieur Responsable de Production (Homme),https://www.tanitjobs.com/job/1978340/ing%C3%A9nieur-responsable-de-production-homme/?backPage=5&searchID=1769677804.9771
FINOPTI TN -,28/01/2026,"A propos de FINOPTI: FINOPTI est une société spécialisée dans l'externalisation comptable et financière au service d'une clientèle variée composée de PME, de Startups et de Grandes...","Tunis, Tunis, Tunisie",tanitjobs,Chargé(e) de recouvrement francophone,https://www.tanitjobs.com/job/1978329/charg%C3%A9-e-de-recouvrement-francophone/?backPage=5&searchID=1769677804.9771
FINOPTI TN -,28/01/2026,"À propos de nous : FINOPTI une société franco-tunisienne en forte expansion et forte d’une croissance continue, nous accompagnons un portefeuille varié d’experts-comptables français dans leurs...",Charguia 2,tanitjobs,Collaborateur Comptable (Comptabilité Française),https://www.tanitjobs.com/job/993484/collaborateur-comptable-comptabilit%C3%A9-fran%C3%A7aise/?backPage=5&searchID=1769677804.9771
IYA SOFT -,28/01/2026,"Dans le cadre du développement d’une nouvelle application métier et de la reprise d’un applicatif legacy , nous recherchons des développeurs .NET pour renforcer notre centre de services basé à...","Centre Urbain Nord, Ariana, Tunisie",tanitjobs,Développeur C# .NET Blazor,https://www.tanitjobs.com/job/1978334/d%C3%A9veloppeur-c-net-blazor/?backPage=5&searchID=1769677804.9771
FINOPTI TN -,28/01/2026,"Due to our rapid growth, we are looking for a few ""brilliant profiles"" who are self-motivated and lookin g for an opportunity  to prove themselves and have tremendous advancement .  At  FINOPTI , we promote people, based...","Tunis, Tunis, Tunisie",tanitjobs,Debt Recovery Advisor,https://www.tanitjobs.com/job/1448524/debt-recovery-advisor/?backPage=5&searchID=1769677804.9771
FINOPTI TN -,28/01/2026,"À propos de nous : FINOPTI une société franco-tunisienne en forte expansion et forte d’une croissance continue, nous accompagnons un portefeuille varié d’experts-comptables français dans leurs...",Charguia 2,tanitjobs,Réviseur Comptable Confirmé(e) en Comptabilité Française,https://www.tanitjobs.com/job/1460394/r%C3%A9viseur-comptable-confirm%C3%A9-e-en-comptabilit%C3%A9-fran%C3%A7aise/?backPage=5&searchID=1769677804.9771
Leaders Holding -,28/01/2026,"Gérer et animer les réseaux sociaux (Facebook, Instagram, LinkedIn, TikTok…) Collaborer avec les équipes marketing et commerciales Gérer les campagnes sponsorisées (Facebook Ads, Instagram Ads…)...","Les Berges du Lac 2, Tunis, Tunisie",tanitjobs,Community manager,https://www.tanitjobs.com/job/1978327/community-manager/?backPage=5&searchID=1769677804.9771
EXPERTACK -,28/01/2026,"conducteur machine de production Intitulé du poste : Conducteur de Machine de Production Mission principale : Assurer le bon fonctionnement, la surveillance et la production efficace des machines industrielles pour...","Route de Mahdia Km 10 Sfax, Sfax, Tunisie",tanitjobs,Agent de production,https://www.tanitjobs.com/job/1978321/agent-de-production/?backPage=5&searchID=1769677804.9771
HEALTHLINK TUNISIA -,28/01/2026,"Agence media offshore recherche 2  Account Manager Digital avec expérience pour enrichir son équipe ! DESCRIPTIF DU POSTE : En tant qu’Account Manager Digital, vous serez responsable de la mise en place...","Les Berges du Lac 1, Tunis, Tunisie",tanitjobs,ACCOUNT MANAGER DIGITAL,https://www.tanitjobs.com/job/1941598/account-manager-digital/?backPage=5&searchID=1769677804.9771
Société de Structures du Bâtiment -,28/01/2026,"SSB, Société de Structures du Bâtiment est un bureau d'étude structure créé en 2016 spécialisé dans les plans d'exécution de bâtiments de logements neufs en France.  Dans...","Menzah 5, Ariana, Tunisie",tanitjobs,Projeteur en béton armé - plans de ferraillage - dessin armatures,https://www.tanitjobs.com/job/1933770/projeteur-en-b%C3%A9ton-arm%C3%A9-plans-de-ferraillage-dessin-armatures/?backPage=5&searchID=1769677804.9771
SYBERNETYS -,28/01/2026,"SYBERNETYS est une entreprise innovante spécialisée dans le développement web et mobile, les technologies de l’information (IT) et l’intelligence artificielle (IA). Portée par une équipe...","Rades, Ben Arous, Tunisie",tanitjobs,Architecte Fonctionnel SI,https://www.tanitjobs.com/job/1978310/architecte-fonctionnel-si/?backPage=5&searchID=1769677804.9771
SOBAT -,28/01/2026,"Société SOBAT recrute pour son administration sis a Bhar Lazreg La Marsa :  Deux responsable bureau d'ordre (féminin) ,polyvalentes niveau Bac ayant une expérience de 1 a 2 ans . Dans le cadre de ses...","Marsa, Tunis, Tunisie",tanitjobs,Responsable bureau d'ordre,https://www.tanitjobs.com/job/1978319/responsable-bureau-d-ordre/?backPage=5&searchID=1769677804.9771
PROMED -,28/01/2026,"Dans le cadre du développement de ses activités, PROMED Group recrute un(e) Graphiste / Brand Designer pour renforcer son pôle communication et accompagner la structuration et le rayonnement de ses marques et projets....","Les berges du lac 1, Tunis, Tunisie",tanitjobs,Graphiste / Brand Designer,https://www.tanitjobs.com/job/1967651/graphiste-brand-designer/?backPage=5&searchID=1769677804.9771
ANJ Architecture -,28/01/2026,"Architecte (H/F) – Conception & Production (Revit) Lieu :Ezzahra Contrat : CDI / CDD / Freelance (selon profil) Démarrage : Dès que possible Votre rôle Au sein de notre agence, vous intervenez sur des...","Ezzahra, Ben Arous, Tunisie",tanitjobs,Architecte (Revit),https://www.tanitjobs.com/job/1978314/architecte-revit/?backPage=5&searchID=1769677804.9771
Setec mis -,28/01/2026,"Offre d’emploi : Ingénieur Infrastructure linéaire expérimenté Poste : basé à Tunis Entreprise : SETEC MIS, filiale d'un grand groupe d'Ingénierie française, est...","Tunis, Tunis, Tunisie",tanitjobs,Ingénieur Infrastructure linéaire expérimenté,https://www.tanitjobs.com/job/1978311/ing%C3%A9nieur-infrastructure-lin%C3%A9aire-exp%C3%A9riment%C3%A9/?backPage=5&searchID=1769677804.9771
EXPERTACK -,28/01/2026,"Saisie de pièces de ventes, achats et financière sur système. coordination entre direction et divers services.",Route de Mahdia km 10,tanitjobs,Assistante de direction,https://www.tanitjobs.com/job/1978309/assistante-de-direction/?backPage=5&searchID=1769677804.9771
ANJ Architecture -,28/01/2026,Spécialiste du bâtiment – Chiffrage Façades & Quantitatifs Homme Lieu : ezzahra Type de contrat : CDI / CDD / Freelance (à définir) Début : Dès que possible Missions...,"Ezzahra, Ben Arous, Tunisie",tanitjobs,SPECIALISTE DU BATIMENT -CHIFFRAGE FACADES ET QUANTITATIF,https://www.tanitjobs.com/job/1978312/specialiste-du-batiment-chiffrage-facades-et-quantitatif/?backPage=5&searchID=1769677804.9771
lycée ennajeh -,28/01/2026,Nous sommes à la recherche d'une Enseignante d'Italien dynamique et passionnée pour rejoindre notre équipe à Sousse. Le profil recherché doit avoir une excellente maîtrise de la langue italienne et une...,"Hammam Sousse, Sousse, Tunisie",tanitjobs,enseignante de langue italienne,https://www.tanitjobs.com/job/1978303/enseignante-de-langue-italienne/?backPage=5&searchID=1769677804.9771
Limea -,28/01/2026,"Limea recrute pour le compte de son client, une parapharmacie, une Dermo-Conseillère. Missions : - Conseiller et accompagner les clients à distance (site e-commerce, réseaux sociaux, téléphone,...","Ariana, Ariana, Tunisie",tanitjobs,Dermo-Conseillère / Dermo-Conseiller – Parapharmacie,https://www.tanitjobs.com/job/1978304/dermo-conseill%C3%A8re-dermo-conseiller-parapharmacie/?backPage=5&searchID=1769677804.9771
,28/01/2026,"Chaque jour, vous donnerez vie à des causes solidaires en parlant à des personnes prêtes à s’engager. Votre rôle : contacter des particuliers, leur présenter les actions d’associations...","Tunis, Tunis, Tunisie",tanitjobs,Chargé(e) de collecte de dons – Français,https://www.tanitjobs.com/job/1894499/charg%C3%A9-e-de-collecte-de-dons-fran%C3%A7ais/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB  : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement., recherche dans le cadre d'une création de poste de...","Ksar Hellal, Monastir, Tunisie",tanitjobs,CONTROLEUR DE GESTION,https://www.tanitjobs.com/job/1873762/controleur-de-gestion/?backPage=6&searchID=1769677804.9771
,28/01/2026,"Un technicien en informatique assure le bon fonctionnement des équipements et logiciels informatiques de l'entreprise .  Ses principales missions incluent l'installation, la maintenance, le dépannage et la...","Harkoussia Bannene, Monastir, Tunisie",tanitjobs,TECHNICIEN EN INFORMATIQUE,https://www.tanitjobs.com/job/1884303/technicien-en-informatique/?backPage=6&searchID=1769677804.9771
CDS Cometa -,28/01/2026,"COMETA,  groupe français de conseil et d’ingénierie spécialisé dans les télécommunications, les énergies et le BTP. Dans le cadre de notre développement, nous sommes à...","Tunis, Tunis, Tunisie",tanitjobs,Chef de projet BE -Data Center (H/F),https://www.tanitjobs.com/job/1943258/chef-de-projet-be-data-center-h-f/?backPage=6&searchID=1769677804.9771
,28/01/2026,* Description du poste : Nous recherchons un(e) Head of Training and Quality passionné(e) et expérimenté(e) pour rejoindre notre équipe et piloter notre stratégie formation et qualité.  ...,"Tunis, Tunis, Tunisie",tanitjobs,Head of Training and Quality (H/F),https://www.tanitjobs.com/job/1928882/head-of-training-and-quality-h-f/?backPage=6&searchID=1769677804.9771
,28/01/2026,Nous recrutons des TÉLÉVENDEURS CONFIRMÉS ayant une expérience avec un opérateur télécom B2B. Missions  : ✅ Prospecter et développer un portefeuille clients...,"Tunis, Tunis, Tunisie",tanitjobs,TÉLÉVENDEURS CONFIRMÉS BTOB TELECOM,https://www.tanitjobs.com/job/1887336/t%C3%A9l%C3%A9vendeurs-confirm%C3%A9s-btob-telecom/?backPage=6&searchID=1769677804.9771
PAYNOVA -,28/01/2026,"Notre établissement de paiement, leader dans le secteur financier recherchent des agents de guichet dynamiques et motivés pour rejoindre notre équipe. Si vous êtes passionné par le service à la...","El Menzah 8, Tunis, Tunisie",tanitjobs,Agent de guichet,https://www.tanitjobs.com/job/1970476/agent-de-guichet/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un tapissier","Bouhjar, Monastir, Tunisie",tanitjobs,Tapissier,https://www.tanitjobs.com/job/1767398/tapissier/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement.","Bouhjar, Monastir, Tunisie",tanitjobs,Technicien Supérieur en Génie Mécanique,https://www.tanitjobs.com/job/704481/technicien-sup%C3%A9rieur-en-g%C3%A9nie-m%C3%A9canique/?backPage=6&searchID=1769677804.9771
,28/01/2026,Nous recrutons des Conseillers Commerciaux en Réception d'Appels pour offrir une expérience exceptionnelle à nos clients. Vos missions : - Relation Client : Répondre aux appels entrants et...,"Tunis, Tunis, Tunisie",tanitjobs,Conseillers Commerciaux en Réception d'Appel,https://www.tanitjobs.com/job/1957155/conseillers-commerciaux-en-r%C3%A9ception-d-appel/?backPage=6&searchID=1769677804.9771
,28/01/2026,"Rejoignez notre équipe et boostez votre carrière ! Transformez chaque appel en opportunité, dominez les ventes et évoluez dans un environnement stimulant.  Active Contact recrute des Conseillers Commerciaux...","Tunis, Tunis, Tunisie",tanitjobs,Conseillers Commerciaux Telco,https://www.tanitjobs.com/job/1911344/conseillers-commerciaux-telco/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un tapissier","Bouhjar, Monastir, Tunisie",tanitjobs,Tapissier,https://www.tanitjobs.com/job/1318966/tapissier/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB  : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un Technicien...",Zone industrielle Bouhjar,tanitjobs,Technicien supérieur production menuiserie,https://www.tanitjobs.com/job/1901053/technicien-sup%C3%A9rieur-production-menuiserie/?backPage=6&searchID=1769677804.9771
CDS Cometa -,28/01/2026,"COMETA,  groupe français de conseil et d’ingénierie spécialisé dans les télécommunications, les énergies et le BTP. Dans le cadre de notre développement, nous sommes...","Tunis, Tunis, Tunisie",tanitjobs,"Expert CVC (Climatisation, Ventilation, Chauffage) (H/F)",https://www.tanitjobs.com/job/1936053/expert-cvc-climatisation-ventilation-chauffage-h-f/?backPage=6&searchID=1769677804.9771
CDS Cometa -,28/01/2026,"COMETA,  groupe français de conseil et d’ingénierie spécialisé dans les télécommunications, les énergies et le BTP. Dans le cadre de notre développement, nous sommes à...","Les Berges du Lac 1, Tunis, Tunisie",tanitjobs,Ingénieur CFO/CFA (H/F),https://www.tanitjobs.com/job/1943142/ing%C3%A9nieur-cfo-cfa-h-f/?backPage=6&searchID=1769677804.9771
,28/01/2026,"Missions principales : Réaliser des installations électriques  (câblage, coffrets, armoires..). Effectuer le montage, le raccordement et la mise en service des équipements. Assurer le diagnostic et le...","Sousse, Sousse, Tunisie",tanitjobs,TECHNICIEN EN ELECTRICITE,https://www.tanitjobs.com/job/1942959/technicien-en-electricite/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un Technicien Maintenance...","Monastir, Monastir, Tunisie",tanitjobs,Technicien Maintenance Moules,https://www.tanitjobs.com/job/1777476/technicien-maintenance-moules/?backPage=6&searchID=1769677804.9771
CABINET DES AUDITEURS ET DES COMPTABLES PROFESSIONNELS PROFISIONNELS -,28/01/2026,"Cabinet CACP : Bureau comptabilité bénéficiant d’une excellente formation . Poursuivons notre croissance, nous recrutons une comptable avec une expérience minimum de 2 ans :  - Saisie...","Tunis, Tunis, Tunisie",tanitjobs,comptable expérimenté,https://www.tanitjobs.com/job/1978298/comptable-exp%C3%A9riment%C3%A9/?backPage=6&searchID=1769677804.9771
Art & Couleurs -,28/01/2026,"Dans le cadre de notre développement, nous recherchons un(e) Infographiste / Graphic Designer créatif(ve) et polyvalent(e) pour rejoindre notre équipe et participer à la conception de supports visuels innovants et...","Charguia 1, Ariana, Tunis",tanitjobs,INFOGRAPHISTE / Graphic Designer,https://www.tanitjobs.com/job/1978299/infographiste-graphic-designer/?backPage=6&searchID=1769677804.9771
,28/01/2026,"SOTUFAB  : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement., recherche dans le cadre d'une création de poste...","Monastir, Monastir, Tunisie",tanitjobs,Comptabilité Analytique,https://www.tanitjobs.com/job/1047298/comptabilit%C3%A9-analytique/?backPage=6&searchID=1769677804.9771
,28/01/2026,"il aura les missions/activités suivantes : * Garantir la politique qualité de la société. S’assurer que cette politique est comprise, mise en œuvre et entretenue à tous les niveaux de l'organisation....","Tunis, Tunis, Tunisie",tanitjobs,Responsable Management De La Qualité,https://www.tanitjobs.com/job/809616/responsable-management-de-la-qualit%C3%A9/?backPage=7&searchID=1769677804.9771
,28/01/2026,"Sky Industries, filiale du groupe 3S cherche à recruter :                                            Un...","La Charguia, Tunisie, Tunis",tanitjobs,Commercial Grands Projets,https://www.tanitjobs.com/job/1953315/commercial-grands-projets/?backPage=7&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un agent en commerce...","Monastir, Monastir, Tunisie",tanitjobs,Agent en Commerce International,https://www.tanitjobs.com/job/1297106/agent-en-commerce-international/?backPage=7&searchID=1769677804.9771
,28/01/2026,"– Expérience en sidérurgiques souhaitable – Établir des fichiers clients. – Répondre aux besoins de la clientèle, et permettre leurs fidélisation à l’entreprise. –...","Monastir, Monastir, Tunisie",tanitjobs,Représentant Commercial,https://www.tanitjobs.com/job/1014269/repr%C3%A9sentant-commercial/?backPage=7&searchID=1769677804.9771
BTL Tunisia -,28/01/2026,"A propos BTL D'origine européenne et présente dans le monde entier, BTL possède une vaste expérience dans la recherche et le développement, la production et le commerce de technologies médicales haut...","Tunis, Tunis, Tunisie",tanitjobs,Spécialiste clinique professionnel en physiothérapie. (Kinésithérapeute formateur),https://www.tanitjobs.com/job/1978295/sp%C3%A9cialiste-clinique-professionnel-en-physioth%C3%A9rapie-kin%C3%A9sith%C3%A9rapeute-formateur/?backPage=7&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement. Poursuivons notre croissance, nous recrutons une...","Harkoussia Bannene, Monastir, Tunisie",tanitjobs,ASSISTANTE DE DIRECTION,https://www.tanitjobs.com/job/1805264/assistante-de-direction/?backPage=7&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un Directeur...","Harkoussia Bannene, Monastir, Tunisie",tanitjobs,Directeur technique,https://www.tanitjobs.com/job/1777453/directeur-technique/?backPage=7&searchID=1769677804.9771
IYARAF INDUSTRIE -,28/01/2026,"IYARAF INDUSTRIE  est une société spécialisé dans la fabrication des équipements en inox liés au secteur de l'environnement . Dans l'objectif de développement de son activité,...","Menzah, Ariana, Tunisie",tanitjobs,technicien (ne) dessinateur (ice) certifié(e) CSWP solidworks (construction métallique chaudronnerie ) et AUTOCAD,https://www.tanitjobs.com/job/1978292/technicien-ne-dessinateur-ice-certifi%C3%A9-e-cswp-solidworks-construction-m%C3%A9tallique-chaudronnerie-et-autocad/?backPage=7&searchID=1769677804.9771
,28/01/2026,"Dr Oetker Gias, multinationale dans le secteur agro-alimentaire spécialisée dans la fabrication des produits de la marque VANOISE cherche, un/une Responsable Magasin Produits Finis pour son site basé à Grombalia,...","Grombalia, Nabeul, Tunisie",tanitjobs,Responsable Magasin Produits Finis,https://www.tanitjobs.com/job/1790210/responsable-magasin-produits-finis/?backPage=7&searchID=1769677804.9771
,28/01/2026,"SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement est à la recherche  d'un magasinier","Tunis, Tunis, Tunisie",tanitjobs,magasinier,https://www.tanitjobs.com/job/1970365/magasinier/?backPage=7&searchID=1769677804.9771
BUSINESS SOLUTIONS -,28/01/2026,"Développement frontend avec React.js, TypeScript, HTML, CSS, JavaScript Intégration de données cartographiques et visualisation dynamique ( OpenLayers, Leaflet ) Collaboration avec...","Sahel, Sousse, Tunisie",tanitjobs,Senior Frontend Developer (React.js / TypeScript),https://www.tanitjobs.com/job/1978291/senior-frontend-developer-react-js-typescript/?backPage=7&searchID=1769677804.9771
Motos Stars -,28/01/2026,On recrute un(e) stagiaire architecte . ✅ Participation aux projets architecturaux ✅ Réalisation de plans ✅ Maîtrise de base d’AutoCAD / SketchUp / Revit ✅ Étudiant(e) ou jeune diplômé(e) Envoyez...,"Ben Arous, Ben Arous, Tunisie",tanitjobs,OFFRE DE STAGE – STAGIAIRE ARCHITECTE,https://www.tanitjobs.com/job/1978293/offre-de-stage-stagiaire-architecte/?backPage=7&searchID=1769677804.9771
Progrès de Gestion et Services -,28/01/2026,Saisir les pièces comptables Assurer le classement et l’archivage des documents comptables Participer au suivi des factures clients et fournisseurs Aider à la préparation des...,"Manar, Tunis, Tunisie",tanitjobs,AIDE COMPTABLE,https://www.tanitjobs.com/job/1978288/aide-comptable/?backPage=7&searchID=1769677804.9771
Yuricab Engineering -,28/01/2026,"Dans le cadre du renforcement de son équipe, Yuricab Engineering, société située à Béni Khalled, recrute un Dessinateur Bureau d’Études Électriques. Profil recherché :...","Nabeul, Nabeul, Tunisie",tanitjobs,Dessinateur Bureau d’Études Électriques,https://www.tanitjobs.com/job/1978284/dessinateur-bureau-d-%C3%A9tudes-%C3%A9lectriques/?backPage=7&searchID=1769677804.9771
REONA -,28/01/2026,"Chef de production spécialisée dans la fabrication de produits cosmétiques, avec une expérience terrain couvrant l’ensemble du flux industriel : réception matières premières, pesée,...","Sousse, Sousse, Tunisie",tanitjobs,Chef de production – Industrie cosmétique,https://www.tanitjobs.com/job/1978282/chef-de-production-industrie-cosm%C3%A9tique/?backPage=7&searchID=1769677804.9771
Agence de Voyage -,28/01/2026,"Do you have the energy, drive, and mindset of an athlete ? Do you thrive outdoors and love motivating people? If yes — this role is perfect for you! The ideal role for someone who loves to move, inspire, and bring strong energy to...","Monastir, Monastir, Tunisie",tanitjobs,Coach,https://www.tanitjobs.com/job/1978280/coach/?backPage=7&searchID=1769677804.9771
Nexus Ingénierie -,28/01/2026,"Nexus Ingénierie est un bureau d’études 100 % orienté marché français, spécialisé dans l’accompagnement des entreprises à travers des solutions d’ingénierie et de...","Khezema, sousse, Tunisie",tanitjobs,Offre de Stage PFE – Marketing et Développement des Affaires,https://www.tanitjobs.com/job/1978283/offre-de-stage-pfe-marketing-et-d%C3%A9veloppement-des-affaires/?backPage=7&searchID=1769677804.9771
Groupe Jomaa -,28/01/2026,"Mission principale : Assurer la gestion, le stockage et la disponibilité des marchandises dans le magasin. Missions : Réceptionner et contrôler les marchandises Stocker les produits selon les...","Mghira, Ben Arous, Tunisie",tanitjobs,Magasinier,https://www.tanitjobs.com/job/1978278/magasinier/?backPage=7&searchID=1769677804.9771
tesla electrical solution -,28/01/2026,Nous recrutons un Technicien en électricité de bâtiment. NB: Nos projets sis à libya Missions principales : Installation et maintenance des équipements électriques du bâtiment...,Libya,tanitjobs,Technicien en Électricité de Bâtiment,https://www.tanitjobs.com/job/1978273/technicien-en-%C3%A9lectricit%C3%A9-de-b%C3%A2timent/?backPage=7&searchID=1769677804.9771
Groupe Jomaa -,28/01/2026,Société JOMAA SA Leader dans les domaines des pneumatiques et lubrifiants désire recruter pour ses besoins : Comptable Financier  Missions : Gestion de la comptabilité client de l'agence...,"Sfax, Sfax, Tunisie",tanitjobs,Comptable Financier,https://www.tanitjobs.com/job/1931918/comptable-financier/?backPage=7&searchID=1769677804.9771
GEPROS -,28/01/2026,"vendeur porte à porte secteur Agro-alimentaire (superette , épicerie fine...)","Centre Urbain Nord, Ariana, Tunisie",tanitjobs,Commercial Terrain ( Vente Directe ),https://www.tanitjobs.com/job/1758242/commercial-terrain-vente-directe/?backPage=8&searchID=1769677804.9771
tesla electrical solution -,28/01/2026,"Dans le cadre du renforcement de notre équipe, nous recrutons un Ingénieur en Génie Civil  pour assurer le pilotage et le suivi de chantier à Libya . Missions principales : Assurer le pilotage, la...",Libya,tanitjobs,Ingénieur génie civil,https://www.tanitjobs.com/job/1978268/ing%C3%A9nieur-g%C3%A9nie-civil/?backPage=8&searchID=1769677804.9771
kamy Sa -,28/01/2026,"Dans le cadre du renforcement de son équipe, STE KAMY, société basée à Nabeul, recrute une Assistante Attachée à la Direction Générale. Profil recherché : * Licence en...","Nabeul, Nabeul, Tunisie",tanitjobs,Assistante Attachée à la Direction Générale,https://www.tanitjobs.com/job/1978270/assistante-attach%C3%A9e-%C3%A0-la-direction-g%C3%A9n%C3%A9rale/?backPage=8&searchID=1769677804.9771
tesla electrical solution -,28/01/2026,"Dans le cadre du renforcement de notre équipe, nous recrutons  un Architecte  pour assurer le  pilotage et le suivi de chantier à Libya . Missions principales : Assurer le pilotage, la coordination et le...",Libya,tanitjobs,Architecte,https://www.tanitjobs.com/job/1978269/architecte/?backPage=8&searchID=1769677804.9771
SATEM -,28/01/2026,"Dans le cadre du développement de nos activités, nous recrutons une  Chef de Produit  passionné(e) par l’univers des  Parfums & de la Beauté , dotée d’un fort esprit analytique et...","Chotrana 2, Ariana, Tunisie",tanitjobs,Chef de Produit,https://www.tanitjobs.com/job/1978267/chef-de-produit/?backPage=8&searchID=1769677804.9771
tesla electrical solution -,28/01/2026,Nous recherchons un(e) Comptable expérimenté(e) disposant d’au moins 5 ans d’expérience pour renforcer notre équipe financière. Missions principales : Tenue de la...,"Tunis, Tunis, Tunisie",tanitjobs,Recrutement : Comptable,https://www.tanitjobs.com/job/1978264/recrutement-comptable/?backPage=8&searchID=1769677804.9771
Bismart -,28/01/2026,"Titre : Technicien Supérieur en Génie Thermique et Énergies Renouvelables (H/F) Lieu : [Ariana, Tunisie] Secteur : Chauffage & Solaire (Photovoltaïque / Thermique) Type de contrat : [SIVP accepté / CDD /...","Ariana, Ariana, Tunisie",tanitjobs,Technicien Supérieur,https://www.tanitjobs.com/job/1978265/technicien-sup%C3%A9rieur/?backPage=8&searchID=1769677804.9771
XIAN ELECTRIC ENGINEERING GROUP -,28/01/2026,"Prendre en charge le processus complet de recrutement pour les départements concernés (technique, commercial, marketing, etc.).   Collaborer étroitement avec les responsables opérationnels afin de...","Les Berges du Lac 2, Tunis, Tunisie",tanitjobs,Responsable des Ressources Humaines,https://www.tanitjobs.com/job/1978261/responsable-des-ressources-humaines/?backPage=8&searchID=1769677804.9771
Liss Strike -,28/01/2026,Objectifs du stage L’objectif principal du stage est de concevoir et développer une application mobile Android offrant les fonctionnalités suivantes : Envoi de SMS et lancement d’appels...,"Ariana, Ariana, Tunisie",tanitjobs,Stage PFE Flutter : Conception et Développement d’une Application Mobile,https://www.tanitjobs.com/job/1975450/stage-pfe-flutter-conception-et-d%C3%A9veloppement-d-une-application-mobile/?backPage=8&searchID=1769677804.9771
